name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"lagos,nigeria",1 07 2019,27.5,25,25.7,30.9,25,26.4,24.3,92.3,26,100,4.17,rain,0,0,33.5,16.9,225.9,1014.3,58.3,8.4,193.8,16.7,7,,2019-07-01T06:35:33,2019-07-01T19:04:59,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,remote,65201099999"
"lagos,nigeria",2 07 2019,31,24,26.5,39.1,24,28.8,24.5,89.1,0,0,0,,0,0,33.1,18.4,236.7,1012.4,68.1,9.1,201.2,17.4,7,,2019-07-02T06:35:47,2019-07-02T19:05:08,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"lagos,nigeria",3 07 2019,30,24.8,26.9,36.8,24.8,29.4,24.7,88,0.7,100,12.5,rain,0,0,28.1,18.4,220.5,1012.5,54.8,9.4,202.8,17.6,7,,2019-07-03T06:36:00,2019-07-03T19:05:17,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",4 07 2019,27.3,25,25.8,31.2,25,26.4,25,95.2,8,100,4.17,rain,0,0,24.8,14.8,237.6,1013.5,61,8.6,112.3,9.8,4,,2019-07-04T06:36:14,2019-07-04T19:05:25,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,65203099999,DNMM,remote,65201099999"
"lagos,nigeria",5 07 2019,28,25,25.8,32.7,25,26.7,24.8,94.3,3,100,4.17,rain,0,0,24.1,16.6,246.8,1014.6,64.6,8.8,124.2,10.7,5,,2019-07-05T06:36:28,2019-07-05T19:05:32,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65213099999,DNMM,remote,65201099999"
"lagos,nigeria",6 07 2019,29,23.8,26.5,34.5,23.8,28.6,24,86.8,0,0,0,,0,0,30.6,14.8,264.2,1013.9,58.5,9.5,197.3,17,7,,2019-07-06T06:36:41,2019-07-06T19:05:39,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNMM,65201099999"
"lagos,nigeria",7 07 2019,30,25,26.9,36.2,25,29.3,24.4,86.1,0.4,100,4.17,rain,0,0,42.8,18.7,242.2,1013.7,70.6,9.7,157.7,13.7,5,,2019-07-07T06:36:54,2019-07-07T19:05:45,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,remote,65201099999"
"lagos,nigeria",8 07 2019,29,23,25.9,33.6,23,27.4,23.2,85.5,4,100,4.17,rain,0,0,42.5,24.1,225,1015.2,56.5,9.5,134.3,11.4,5,,2019-07-08T06:37:07,2019-07-08T19:05:51,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,65201099999"
"lagos,nigeria",9 07 2019,30,24.8,26.7,35.1,24.8,28.3,23.6,83.6,0,0,0,,0,0,35.3,36.5,241.3,1016.3,50.8,9.8,137.2,11.8,5,,2019-07-09T06:37:20,2019-07-09T19:05:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"lagos,nigeria",10 07 2019,30.1,24.8,26.8,36,24.8,28.7,24,85.6,0,0,0,,0,0,32.8,22.3,241.5,1015.8,54.6,9.5,192,16.6,7,,2019-07-10T06:37:33,2019-07-10T19:06:01,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNMM,65201099999"
"lagos,nigeria",11 07 2019,29,24,25.7,33.6,24,26.5,23.7,89,6,100,4.17,rain,0,0,30.6,24.1,246.2,1014.6,67.7,8.2,109.8,9.3,4,,2019-07-11T06:37:46,2019-07-11T19:06:05,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",12 07 2019,26,23,24.6,26,23,24.6,23.6,94.3,4,100,8.33,rain,0,0,25.9,14.8,257,1015.4,66,7.7,21.6,1.8,1,,2019-07-12T06:37:58,2019-07-12T19:06:08,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",13 07 2019,30,23,25.9,35.1,23,27.4,23.4,86.9,3,100,4.17,rain,0,0,31.7,16.6,225.9,1015.8,56.6,7.7,199.6,17.4,6,,2019-07-13T06:38:10,2019-07-13T19:06:11,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VRJU8,DNMM,65201099999"
"lagos,nigeria",14 07 2019,30,23.8,26.3,35.1,23.8,27.9,23.5,85.3,0,0,0,,0,0,30.6,18.4,256.5,1014.9,54.3,8.6,186.2,16.1,7,,2019-07-14T06:38:22,2019-07-14T19:06:13,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
"lagos,nigeria",15 07 2019,28.8,23.9,25.7,32.6,23.9,26.4,23.3,87.1,0.8,100,4.17,rain,0,0,32.4,16.6,272.7,1013.7,62,9.2,94.9,8.2,4,,2019-07-15T06:38:33,2019-07-15T19:06:14,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",16 07 2019,26,22.5,24.2,26,22.5,24.2,23.1,93.8,33,100,4.17,rain,0,0,28.4,18.4,267.4,1014.4,53.4,9.1,193.6,16.8,6,,2019-07-16T06:38:44,2019-07-16T19:06:14,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",17 07 2019,30.8,21.6,25.8,36.2,21.6,27.5,23.1,85.9,0,0,0,,0,0,31,18.4,266.3,1015.2,50.2,8.7,239.7,20.7,8,,2019-07-17T06:38:55,2019-07-17T19:06:14,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"lagos,nigeria",18 07 2019,27,24,25.5,30.1,24,26.5,23.3,87.6,1,100,4.17,rain,0,0,38.9,13,267.8,1014.1,60.1,9.9,195.8,16.9,7,,2019-07-18T06:39:06,2019-07-18T19:06:13,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,65201099999"
"lagos,nigeria",19 07 2019,28,24,25.8,31.9,24,26.6,23.5,87.7,0.1,100,4.17,rain,0,0,37.1,16.6,247.1,1014.8,69.3,10,174,15.1,7,,2019-07-19T06:39:16,2019-07-19T19:06:12,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",20 07 2019,28.6,23.1,25.4,32.7,23.1,25.9,23.4,88.6,6.7,100,41.67,rain,0,0,32.8,20.5,248.3,1014.6,88.6,9.8,127,10.9,4,,2019-07-20T06:39:25,2019-07-20T19:06:10,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",21 07 2019,30,24,26.5,35.1,24,27.9,23.3,83.7,0,0,0,,0,0,33.8,20.5,251.7,1014.7,61.7,9.9,190.8,16.5,6,,2019-07-21T06:39:35,2019-07-21T19:06:07,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
"lagos,nigeria",22 07 2019,31,18.9,26.3,35.5,18.9,28,23,83,1,100,4.17,rain,0,0,32,31.7,254.5,1014.8,55.5,9.9,220.4,19,7,,2019-07-22T06:39:44,2019-07-22T19:06:03,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",23 07 2019,26,24,24.8,26,24,24.8,23.6,93.5,41,100,8.33,rain,0,0,32,16.6,263.2,1014.5,67.8,7.5,190.1,16.3,6,,2019-07-23T06:39:52,2019-07-23T19:05:58,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
"lagos,nigeria",24 07 2019,29,23,25.6,33.6,23,26.7,23.6,89,0.2,100,4.17,rain,0,0,30.2,16.6,253.4,1014,54.8,8.7,242.7,20.9,8,,2019-07-24T06:40:00,2019-07-24T19:05:53,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",25 07 2019,30,23.4,26.1,35.6,23.4,27.6,23.5,86.6,0,0,0,,0,0,31.3,18.5,250.3,1014,65.7,8.7,168.6,14.6,7,,2019-07-25T06:40:08,2019-07-25T19:05:47,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",26 07 2019,28,24,25.7,32.7,24,26.5,23.6,88.8,2.4,100,20.83,rain,0,0,31.7,19.4,252.2,1014.2,66.1,9.9,142.9,12.3,5,,2019-07-26T06:40:15,2019-07-26T19:05:40,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",27 07 2019,27.2,24,25.4,30.6,24,25.9,24.1,92.8,1,100,4.17,rain,0,0,34.6,13,239.4,1014.3,74.9,8.3,161.5,13.8,6,,2019-07-27T06:40:22,2019-07-27T19:05:33,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,65201099999"
"lagos,nigeria",28 07 2019,27,24,25.2,29.7,24,25.4,23.8,92.4,49,100,8.33,rain,0,0,32.8,22.3,261.3,1013.6,71.4,8.8,156.7,13.3,6,,2019-07-28T06:40:28,2019-07-28T19:05:25,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",29 07 2019,28,24.9,26.1,31.9,24.9,27.3,23.7,87.2,0.4,100,16.67,rain,0,0,28.8,18.4,254.3,1014.2,75.9,9.5,127.4,11,5,,2019-07-29T06:40:34,2019-07-29T19:05:16,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"DNMM,remote,65201099999"
"lagos,nigeria",30 07 2019,29,24.9,26.3,33.6,24.9,27.9,23.9,87,0,0,0,,0,0,36,25.9,250.5,1014.8,72.4,9.3,210.3,18.2,8,,2019-07-30T06:40:39,2019-07-30T19:05:06,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"lagos,nigeria",31 07 2019,29,24.1,26.2,33.6,24.1,27.4,23.6,86.2,8.2,100,8.33,rain,0,0,36.4,18.4,264.3,1014.4,64.4,9.5,211.6,18.2,7,,2019-07-31T06:40:44,2019-07-31T19:04:56,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,65201099999"
"lagos,nigeria",1 08 2019,29,23,25.9,32.6,23,27,23.1,85.5,0,0,0,,0,0,37.1,15.1,257.9,1013.9,59.7,9.3,160,13.9,7,,2019-08-01T06:40:49,2019-08-01T19:04:45,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",2 08 2019,30,24,26.3,34.2,24,27.7,23.3,84.2,11,100,4.17,rain,0,0,37.1,20.5,263.6,1014.2,66.7,9.3,177.2,15.2,7,,2019-08-02T06:40:53,2019-08-02T19:04:33,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,65201099999"
"lagos,nigeria",3 08 2019,27.1,24.5,25.7,30.1,24.5,26.4,23.2,86.5,0.5,100,4.17,rain,0,0,30.6,24.1,246.9,1015,68.1,8.8,161.2,13.9,6,,2019-08-03T06:40:56,2019-08-03T19:04:20,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,remote,65201099999"
"lagos,nigeria",4 08 2019,29,24,26.1,33.6,24,27.3,23.3,84.6,0,0,0,,0,0,36,24.1,246,1016,58.6,9,217,18.6,8,,2019-08-04T06:40:59,2019-08-04T19:04:07,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"lagos,nigeria",5 08 2019,29,23.2,25.8,33.4,23.2,26.8,23.1,85.7,0,0,0,,0,0,33.8,25.9,238.3,1015.6,67.7,9.5,172.1,14.8,7,,2019-08-05T06:41:02,2019-08-05T19:03:53,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"lagos,nigeria",6 08 2019,30,24,26.4,34.1,24,27.9,23.2,83.1,0,0,0,,0,0,37.1,16.6,239.2,1016.4,66.3,9.5,239.9,20.9,8,,2019-08-06T06:41:04,2019-08-06T19:03:38,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"lagos,nigeria",7 08 2019,30,23.5,26.3,34.1,23.5,27.7,23.1,83.4,0,0,0,,0,0,36.4,14.8,259.7,1016.8,48.5,9.9,228.7,19.8,7,,2019-08-07T06:41:05,2019-08-07T19:03:22,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
"lagos,nigeria",8 08 2019,29,23.2,25.6,32.7,23.2,26.5,23.1,86.1,0,0,0,,0,0,35.3,20.5,251.1,1016.2,64.2,10,121.4,10.6,5,,2019-08-08T06:41:06,2019-08-08T19:03:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
"lagos,nigeria",9 08 2019,27,23.9,25.5,30.1,23.9,26.1,23.3,87.8,1.1,100,4.17,rain,0,0,36.4,21.3,253.6,1016.8,68.5,9.7,170.7,14.7,6,,2019-08-09T06:41:07,2019-08-09T19:02:49,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",10 08 2019,29,23,25.5,33.1,23,26.5,23.3,88,4,100,8.33,rain,0,0,32.4,24.1,251.2,1017.2,57.9,8.5,183.5,15.9,7,,2019-08-10T06:41:07,2019-08-10T19:02:32,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"DNMM,65201099999"
"lagos,nigeria",11 08 2019,30,24,26.3,34.1,24,27.8,22.9,82.5,0.1,100,4.17,rain,0,0,40.3,18.4,260.4,1015.9,60.5,10,226.1,19.6,7,,2019-08-11T06:41:07,2019-08-11T19:02:14,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999"
"lagos,nigeria",12 08 2019,29,23.1,25.7,32.7,23.1,26.8,22.8,84.4,0.3,100,12.5,rain,0,0,37.8,17.6,247.6,1014.4,56.1,10,231.6,20.1,8,,2019-08-12T06:41:06,2019-08-12T19:01:55,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"DNMM,remote,65201099999"
"lagos,nigeria",13 08 2019,28,24,25.2,31.9,24,25.3,23.4,89.9,29,100,4.17,rain,0,0,34.9,17.3,241.6,1013.9,62,9,186.5,16,7,,2019-08-13T06:41:04,2019-08-13T19:01:35,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,remote,65201099999"
"lagos,nigeria",14 08 2019,30,24,26.4,35.1,24,27.9,23.3,83.2,0.6,100,16.67,rain,0,0,37.8,20.5,234.9,1015,60.5,9.9,230.6,19.8,8,,2019-08-14T06:41:03,2019-08-14T19:01:15,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",15 08 2019,30,22.9,25.8,36.2,22.9,27.3,23.3,86.6,0,0,0,,0,0,36.4,24.1,239.2,1015.4,54.5,9.6,236.4,20.5,8,,2019-08-15T06:41:00,2019-08-15T19:00:54,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
"lagos,nigeria",16 08 2019,28,15,25.1,31.9,15,26.2,22.8,87.1,0.3,100,8.33,rain,0,0,39.6,38.9,235.7,1014.8,59.1,9.9,213.1,18.4,8,,2019-08-16T06:40:58,2019-08-16T19:00:33,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",17 08 2019,31,23.5,26,35.5,23.5,27.3,23,84.4,0,0,0,,0,0,35.3,16.6,233.3,1014.1,55.7,10,219.9,18.9,8,,2019-08-17T06:40:55,2019-08-17T19:00:11,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
"lagos,nigeria",18 08 2019,31,23,26.4,35.5,23,27.9,23,82.3,0,0,0,,0,0,38.2,20.5,261.4,1013.5,50.8,9.8,234.1,20.2,8,,2019-08-18T06:40:51,2019-08-18T18:59:49,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
"lagos,nigeria",19 08 2019,30,22,26.5,34.1,22,27.9,22.9,80.8,0.1,100,4.17,rain,0,0,38.5,22.3,244.9,1013.7,61.6,10,186.2,16,6,,2019-08-19T06:40:47,2019-08-19T18:59:25,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VRJU8,DNMM,65201099999"
"lagos,nigeria",20 08 2019,29,24.5,25.9,33.6,24.5,26.8,23.7,88.2,7,100,8.33,rain,0,0,35.6,21.8,246.4,1014,66.9,8.8,225.8,19.4,8,,2019-08-20T06:40:43,2019-08-20T18:59:02,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",21 08 2019,29,23,26,33.6,23,27.5,23.8,88,0.2,100,8.33,rain,0,0,32.4,35.3,241.5,1014.8,59.1,9.8,188,16.2,7,,2019-08-21T06:40:38,2019-08-21T18:58:38,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",22 08 2019,29.1,24.9,26.6,32.7,24.9,28,23.3,82.9,0.1,100,4.17,rain,0,0,36,24.1,248.2,1014.3,61.9,10,174.6,15.1,8,,2019-08-22T06:40:33,2019-08-22T18:58:13,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,65213099999,DNMM,65201099999"
"lagos,nigeria",23 08 2019,27.3,24.9,26,30,24.9,26.9,22.9,83.7,0,0,0,,0,0,36.7,76.7,248.1,1015.5,65.6,9.9,130.1,11.2,5,,2019-08-23T06:40:27,2019-08-23T18:57:48,0.75,Partially cloudy,Partly cloudy throughout the day.,wind,"VRJU8,DNMM,65201099999"
"lagos,nigeria",24 08 2019,31,23.9,26.4,35.5,23.9,27.7,23.1,82.8,1.1,100,8.33,rain,0,0,33.5,26.1,241.8,1015.7,67.7,9.3,154.6,13.4,6,,2019-08-24T06:40:21,2019-08-24T18:57:22,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",25 08 2019,30,24.7,26.1,34.1,24.7,27.1,23.4,85.8,0,0,0,,0,0,33.5,19.5,243.7,1015.9,66.6,10,188.7,16.3,7,,2019-08-25T06:40:15,2019-08-25T18:56:56,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,65213099999,DNMM,remote,65201099999"
"lagos,nigeria",26 08 2019,30,24,26.2,35.1,24,27.6,23.5,85.5,0.2,100,4.17,rain,0,0,32.8,18.4,254.9,1015.8,66.8,9.4,176.3,15.1,8,,2019-08-26T06:40:08,2019-08-26T18:56:29,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,65213099999,DNMM,remote,65201099999"
"lagos,nigeria",27 08 2019,29,23.9,26,33,23.9,27.2,23.3,85.6,0,0,0,,0,0,29.9,16.6,241.3,1015.5,59.4,9.5,185.4,16,7,,2019-08-27T06:40:01,2019-08-27T18:56:02,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
"lagos,nigeria",28 08 2019,30,24.3,26.6,34.1,24.3,28,23.3,82.9,0,0,0,,0,0,31,22.3,236.8,1015.3,54,9.9,166.6,14.5,6,,2019-08-28T06:39:53,2019-08-28T18:55:35,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
"lagos,nigeria",29 08 2019,31,24.4,27.1,36.5,24.4,28.9,23.3,80.7,0.2,100,4.17,rain,0,0,27.4,18.4,216.8,1015.1,57.6,9.5,239,20.7,8,,2019-08-29T06:39:46,2019-08-29T18:55:07,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,65213099999,DNMM,remote,65201099999"
"lagos,nigeria",30 08 2019,31,23.9,26.4,36.5,23.9,27.8,23.3,84,3,100,4.17,rain,0,0,55.4,27.7,253.6,1014.4,62.2,9.5,161.9,13.9,7,,2019-08-30T06:39:38,2019-08-30T18:54:38,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,65202099999,DNMM,remote,65201099999"
"lagos,nigeria",31 08 2019,29.8,25,26.7,34.9,25,28.6,23.7,83.9,0,0,0,,0,0,36.4,18.4,233.4,1013.2,76.9,10,175,15,7,,2019-08-31T06:39:29,2019-08-31T18:54:10,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65213099999,DNMM,65201099999"
"lagos,nigeria",1 09 2019,29.2,24,25.5,32.7,24,25.9,23.2,87.5,2.9,100,33.33,rain,0,0,33.1,24.1,242.5,1012,82.3,9.9,80.8,7,3,,2019-09-01T06:39:21,2019-09-01T18:53:41,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,65202099999,DNMM,remote,65201099999"
"lagos,nigeria",2 09 2019,30,24.7,26.5,35.1,24.7,28.2,23.7,85.1,1,100,4.17,rain,0,0,31.7,20.5,222.7,1013.3,63.2,9.8,222.7,19.2,8,,2019-09-02T06:39:12,2019-09-02T18:53:11,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",3 09 2019,28,18,25.4,32.1,18,26.3,23.3,88,0.9,100,25,rain,0,0,23.4,27.7,232,1015,63.1,8.9,201.6,17.3,7,,2019-09-03T06:39:03,2019-09-03T18:52:42,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,65213099999,DNMM,remote,65201099999"
"lagos,nigeria",4 09 2019,26.8,17,24.9,29.6,17,25,23,89,28.7,100,70.83,rain,0,0,27.4,44.6,259.1,1014.1,90.5,8.2,73.3,6.1,3,,2019-09-04T06:38:54,2019-09-04T18:52:12,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",5 09 2019,27.5,17,25.4,31,17,26.2,23.2,87.8,6.4,100,54.17,rain,0,0,33.5,55.4,242,1013.5,89.7,10,165.4,14.2,6,,2019-09-05T06:38:44,2019-09-05T18:51:42,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VRJU8,remote"
"lagos,nigeria",6 09 2019,29,22,25.3,33.5,22,26.2,23.5,90.5,42,100,4.17,rain,0,0,33.1,18.4,264.1,1014,77.6,7.9,124.5,10.9,4,,2019-09-06T06:38:34,2019-09-06T18:51:11,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",7 09 2019,30,23,25.7,34.6,23,26.9,23.5,88.4,0.4,100,8.33,rain,0,0,29.2,18,246.1,1014.6,58.1,9.2,195.6,16.8,7,,2019-09-07T06:38:25,2019-09-07T18:50:40,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,65202099999,DNMM,remote,65201099999"
"lagos,nigeria",8 09 2019,30,23.8,26.3,35.1,23.8,27.7,23.6,85.5,1,100,4.17,rain,0,0,28.8,16.6,243.7,1015.6,60.2,10,165.5,14.4,6,,2019-09-08T06:38:14,2019-09-08T18:50:09,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,remote,65201099999"
"lagos,nigeria",9 09 2019,31,24,26.8,36.5,24,28.5,23.7,84,0,0,0,,0,0,31.7,24.1,248.9,1015.2,64.3,10,187.1,16.1,7,,2019-09-09T06:38:04,2019-09-09T18:49:38,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNMM,65201099999"
"lagos,nigeria",10 09 2019,29.1,25,26.4,33.6,25,27.6,24,87,1,100,4.17,rain,0,0,37.4,19.4,241.8,1014.5,61.9,9.5,138.9,12,7,,2019-09-10T06:37:54,2019-09-10T18:49:07,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,65213099999,DNMM,remote,65201099999"
"lagos,nigeria",11 09 2019,27,25,25.7,30.6,25,26.3,24.2,91.3,1.2,100,4.17,rain,0,0,28.8,7.6,259.9,1013.4,67.5,8.5,57.4,4.9,3,,2019-09-11T06:37:43,2019-09-11T18:48:36,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65213099999,DNMM,remote,65201099999"
"lagos,nigeria",12 09 2019,29,24,26,34.3,24,27.3,24.2,90.6,0.9,100,4.17,rain,0,0,35.6,24.1,217.2,1013.8,66.4,8.5,198.6,17.1,8,,2019-09-12T06:37:33,2019-09-12T18:48:04,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",13 09 2019,31,24.8,26,37.7,24.8,27.2,24,89.3,7,100,12.5,rain,0,0,31.3,20.5,236.7,1014.6,65.9,8.3,181.8,15.7,7,,2019-09-13T06:37:22,2019-09-13T18:47:32,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",14 09 2019,27,23,24.3,30.1,23,24.6,23.3,94.4,34,100,8.33,rain,0,0,30.2,16.6,258.6,1013.9,59.2,8.2,180.1,15.5,8,,2019-09-14T06:37:11,2019-09-14T18:47:00,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,65213099999,DNMM,remote,65201099999"
"lagos,nigeria",15 09 2019,29,22.8,25.3,34.5,22.8,26.5,23.5,90.4,1,100,4.17,rain,0,0,27.4,18.4,240,1013.3,57.1,8.4,148.7,13,6,,2019-09-15T06:37:01,2019-09-15T18:46:29,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,65202099999,DNMM,65201099999"
